Latitude,Longitude,Income
-33.83623044,151.2540462,45479.09667
-33.88456346,151.1945525,45299.57852
-33.83085154,151.2716871,52658.7823
-33.90744126,151.1756255,45632.80264
-33.88064093,151.2232497,49338.67385
-33.89306818,151.1675326,70997.21789
-33.86470629,151.3165575,47529.74299
-33.75306707,151.1499201,46416.59848
-33.96216326,151.224791,43524.58194
-33.83448699,151.2409888,57441.91971
-33.94943579,151.22999,48187.75827
-33.89239659,151.2000356,43506.26962
-33.81435247,151.202809,63213.04032
-33.865586,151.2114906,64196.03005
-33.92268724,151.2019499,43995.76434
-33.90456519,151.257494,31334.60049
-33.83482011,151.3198262,60075.1369
-33.90531833,151.1814254,43153.70174
-33.85797707,151.1408099,57906.25599
-33.86652141,151.2048859,30298.96182
-33.90138002,151.3382855,58925.97338
-33.7616028,151.1691163,37888.28071
-33.83710405,151.2912558,57307.64119
-33.97005713,151.293185,50142.73068
-33.85947728,151.1816206,40460.60581
-33.90188932,151.2377492,45929.63687
-33.82617833,151.2907198,56863.18457
-33.90842604,151.1903436,51058.94453
-33.87453682,151.199121,55844.1298
-33.84355064,151.180216,69764.40585
-33.82551224,151.1585622,34357.58388
-33.92881482,151.1768361,66172.12575
-33.88552506,151.148103,51043.55938
-33.89254727,151.2110042,41012.15952
-33.90146646,151.1708013,36696.86374
-33.78052729,151.2209893,48108.79609
-33.84855091,151.1315052,59216.50112
-33.9318442,151.225844,48724.5088
-33.8229069,151.2509764,65111.5493
-33.76269219,151.1096132,35488.2431
-33.81717674,151.2280028,49879.11052
-33.9447685,151.2706834,37476.06556
-33.8930117,151.1488179,53636.31883
-33.80545444,151.2929286,58868.8739
-33.90418347,151.230251,45792.38206
-33.84660903,151.1740494,23957.86143
-33.8300683,151.2065115,51989.48147
-33.91514652,151.2372163,54367.38552
-33.87177627,151.2131003,54042.94755
-34.03086337,151.2362378,62357.82192
-33.92001938,151.1632663,39289.4632
-33.88142841,151.217768,56802.16105
-33.93118916,151.1386143,61925.07512
-33.78717943,151.2037387,32214.12416
-33.94030707,151.1641046,53196.51826
-33.89080222,151.1725235,44958.20169
-33.86226297,151.2711047,49184.77327
-33.79673634,151.2638655,53476.76484
-33.94059311,151.2397569,45127.71436
-33.81064181,151.1546844,43242.91921
-33.86828835,151.1934796,50341.52417
-33.91787543,151.2699549,39127.54061
-33.84569483,151.2163858,39141.74871
-33.85884702,151.3252665,56793.73283
-33.89881084,151.2289659,38512.05965
-33.8653099,151.2189025,56663.12501
-33.88806568,151.1938442,54625.91293
-33.86312413,151.215977,32741.93271
-33.83569347,151.2016765,43224.35348
-33.78949916,151.2447054,61941.09403
-33.93069077,151.2571351,40188.34469
-33.76214833,151.1700005,45355.95738
-33.96640439,151.1427384,54620.60893
-33.87638925,151.1174897,57833.90509
-33.83938414,151.2346996,47484.61114
-33.85475041,151.1541317,44024.89805
-33.89993498,151.1016555,64223.69862
-33.87920611,151.2287289,67388.99664
-33.89345005,151.33395,59788.58051
-33.89826824,151.2089965,50853.18143
-33.8263199,151.2512245,41917.34278
-33.85094923,151.2133915,41695.55593
-33.90344548,151.2043555,55225.14105
-33.82382001,151.2552538,54183.98221
-33.85343502,151.1947863,64015.98593
-33.82815689,151.2226696,56504.50093
-33.83731856,151.2253849,34969.19698
-33.91024975,151.1758955,60519.47618
-33.89680905,151.2589021,40019.39373
-33.83143532,151.200552,46160.28728
-33.83828149,151.1715127,52502.00206
-33.86984508,151.2361255,69956.6749
-33.86293363,151.1643766,81099.18556
-33.80491676,151.2107091,56067.23059
-33.89837857,151.2088441,48168.03381
-33.84144513,151.2635948,55345.05648
-33.87890963,151.2330349,58876.55426
-33.87968406,151.2080487,46793.32374
-33.81386116,151.2501883,67952.11356
-33.82752918,151.2788104,52300.70759
-33.82812452,151.2371905,54977.43089
-33.80352606,151.2098176,56659.24252
-33.86774981,151.1437082,54215.86611
-33.83470235,151.1560443,58389.405
-33.88431334,151.1940388,43827.46813
-33.85259168,151.1788244,44416.98246
-33.87530715,151.1999514,38998.45767
-33.8639502,151.2121325,54395.01231
-33.83904215,151.2357846,57789.36504
-33.90971103,151.2057751,54577.72866
-33.76418064,151.2336251,66744.92433
-33.91910087,151.2125237,49944.03981
-33.92950943,151.1105267,56687.41656
-33.81089446,151.1623332,39082.99124
-33.82921687,151.2020956,46129.00298
-33.83759401,151.1488153,56955.37758
-33.83738272,151.2392964,58491.02111
-33.86941234,151.2858375,47060.33052
-33.91366272,151.2702381,49284.00748
-33.86500977,151.1986279,34821.26253
-33.90265809,151.2838363,46429.70799
-33.82004401,151.2167334,58903.83164
-33.87615287,151.1924457,55752.05016
-33.91007486,151.1786299,55006.65721
-33.88486929,151.1941765,50497.73687
-33.84815343,151.1898912,50070.63159
-33.89698623,151.2178208,43396.78861
-33.90991102,151.2173287,56988.2842
-33.85661564,151.2094523,54209.72944
-33.85655167,151.2311469,54920.18848
-33.89414716,151.2688323,44739.65157
-33.89235192,151.2567777,28466.5708
-33.8571975,151.1350551,60971.52712
-33.94120422,151.0816039,45211.62544
-33.93917319,151.256016,41372.24236
-33.90472221,151.1409561,56934.78912
-33.87947236,151.1980617,46079.8736
-33.85325462,151.1507943,60599.36384
-33.79503219,151.119201,56170.0595
-33.82591702,151.2363731,56835.69323
-33.87679693,151.2472578,36340.44289
-33.86975081,151.1804745,62119.43985
-33.91892647,151.0797479,52612.50531
-33.86972566,151.1819878,46307.22861
-33.88323293,151.2288902,51433.88467
-33.85266407,151.1353544,32237.64767
-33.91016155,151.218468,54086.52811
-33.84283267,151.2085345,39706.28492
-33.79216305,151.2382646,36473.29714
-33.87423801,151.215279,34776.40814
-33.84871441,151.1606466,61126.88375
-33.8342928,151.2691286,43707.36606
-33.88886102,151.2013735,65337.2771
-33.85759538,151.2079348,44641.98537
-33.86817038,151.1626366,32926.42042
-33.8639162,151.1871359,38834.7556
-33.90745049,151.1650599,62358.1162
-33.86757449,151.2006527,48441.01822
-33.84390009,151.2948854,44517.12704
-33.79624282,151.1407049,51600.18226
-33.82083646,151.1286219,55017.82736
-33.76114088,151.2828585,61173.98816
-33.90716738,151.1988338,64484.9923
-33.82518397,151.1758464,46402.31354
-33.8596329,151.2612952,36739.52314
-33.75930985,151.1790192,45865.34839
-33.90921491,151.3006005,52602.80507
-33.91078609,151.2431963,40362.41074
-33.89876963,151.1849044,40428.49085
-33.97499479,151.3171654,53437.87882
-33.89508775,151.1790143,49513.47648
-33.90675663,151.2464048,50327.96995
-33.86128031,151.2242646,42415.04665
-33.8517122,151.2743871,47695.99286
-33.77499146,151.2873756,40757.66856
-33.82127881,151.2109002,58901.98411
-33.89764518,151.1716291,60352.49335
-33.91372073,151.2322986,31538.12138
-33.84420404,151.1754142,40704.8914
-33.93481166,151.3099694,35034.70745
-33.77722706,151.2161268,43499.76066
-33.80982799,151.1910339,49165.6203
-33.89225878,151.218534,35503.5478
-33.95445673,151.1419437,40781.40187
-33.80110638,151.1607193,39960.42628
-33.87452699,151.2693207,52072.67329
-33.80690918,151.1764553,50693.44337
-33.94852138,151.1569545,42782.62447
-33.89876875,151.2361326,51768.20872
-33.86853782,151.2685852,44533.19915
-33.86645097,151.2452477,47283.4489
-33.89130327,151.2591024,66734.5209
-33.8376575,151.1714602,63404.61052
-33.92218102,151.1382095,37004.18763
-33.87591897,151.2843667,58297.32418
-33.86278522,151.193166,58113.96554
-33.84307806,151.1967583,38517.36711
-33.83321926,151.2757097,58187.77644
-33.9250321,151.2371115,65379.31918
-33.94550571,151.2320944,38774.55194
-33.80491616,151.3175501,40824.97179
-33.8521843,151.1771241,60176.61467
-33.90622433,151.255692,52714.95311
-33.7912424,151.2121507,55514.76275
-33.86301627,151.2227296,53405.89216
-33.80983514,151.2857234,53906.95921
-33.86542408,151.2346918,36735.27872
-33.7657626,151.2362148,60473.17707
-33.78103296,151.2629254,61695.89992
-33.88124821,151.1910524,47706.09256
-33.82022145,151.1673395,49565.2305
-33.8365312,151.1570595,34688.92497
-33.80036842,151.1109822,55142.54756
-33.91704617,151.3121104,55720.57442
-33.83449743,151.1541396,49378.08983
-33.81587878,151.1982373,61243.5336
-33.95673697,151.1954593,46659.22769
-33.92796293,151.2246703,55646.05926
-33.97076161,151.2500869,39803.35661
-33.88227034,151.2523237,49764.47849
-33.83292289,151.1801461,48256.45742
-33.79368215,151.2009439,52253.07922
-33.86509526,151.223429,46304.73071
-33.78736922,151.1968654,48685.27404
-33.93780507,151.2896673,58260.47171
-33.95396912,151.2338487,45632.35763
-33.87157738,151.2460439,33934.22899
-33.84959673,151.2424441,67495.83904
-33.87043474,151.2679737,63814.54079
-33.97217211,151.2183511,37077.37305
-33.873256,151.1444584,56897.07805
-33.93402348,151.2292844,44970.25229
-33.83531637,151.1767322,52634.87215
-33.85047009,151.1828692,52942.24129
-33.91579399,151.2386182,47655.922
-33.89449335,151.2712142,42162.34334
-33.92176068,151.2103636,43094.58948
-33.87193395,151.2247417,40838.08085
-33.82104288,151.2944107,41681.77792
-33.9180863,151.2213377,49328.2171
-33.84359767,151.3393842,42842.40011
-33.89531288,151.2375755,56820.52066
-33.90844364,151.1212619,64872.46155
-33.87415152,151.2469671,44199.46759
-33.92056212,151.2283579,52394.04501
-33.89648247,151.2737876,54996.8511
-33.92869389,151.2429591,54720.02271
-33.77056374,151.2023772,50759.55268
-33.86703682,151.1480851,57426.82418
-33.90378628,151.1988488,54822.48953
-33.858101,151.166774,37623.37578
-33.8744164,151.1802738,58691.56064
-33.87984848,151.2387289,58872.90837
-33.83809166,151.2927952,42367.13896
-33.83092461,151.2290336,50379.37835
-33.89532506,151.1495058,56833.28993
-33.89759091,151.2315301,47906.8618
-33.88255258,151.2691316,60729.78048
-33.98389606,151.1788109,73638.72495
-33.94455955,151.2025991,42140.13967
-33.80045629,151.2100344,36189.55397
-33.78655161,151.1700551,53038.18596
-33.8812518,151.241714,57215.62505
-33.83997215,151.2032526,47691.33626
-33.85323749,151.2302766,64532.60663
-33.71485596,151.1649254,36613.942
-33.81282125,151.1874271,56929.18623
-33.87519588,151.2454191,43941.39179
-33.91657702,151.1906583,67193.77906
-33.94912232,151.2956482,69925.15353
-33.85862682,151.1893182,42333.43412
-33.90661754,151.2205342,44504.42864
-33.93991269,151.2559295,58595.87887
-33.90112864,151.1383817,46128.6935
-33.9228774,151.1212596,49545.88782
-33.78444292,151.1330172,50253.88421
-33.82471801,151.2724292,30803.26844
-33.86919863,151.1817071,49861.62254
-33.79480279,151.33721,43102.72226
-33.86493158,151.1810876,45068.77178
-33.91186421,151.2185276,64436.32003
-33.7926438,151.2864055,37434.93106
-33.8418545,151.3096046,58132.05187
-33.92066231,151.3123752,47210.3707
-33.87831693,151.2697183,47202.39832
-33.91258091,151.2605031,57903.71896
-33.93793999,151.2389263,53400.51295
-33.82249112,151.2482181,55706.12997
-33.77332917,151.1817407,59681.84661
-33.93872838,151.1683901,46686.91617
-33.84065154,151.2091313,43877.63265
-33.90133213,151.2007908,39148.49473
-33.89315627,151.1866386,41745.8947
-33.8984197,151.2441194,79490.94425
-33.91199954,151.2570653,62446.79581
-33.86637392,151.2137203,36489.25634
-33.91034751,151.2831765,36775.42043
-33.85527716,151.1522155,54818.66062
-33.87131191,151.199617,55472.64797
-33.8807474,151.1734589,55488.83835
-33.91417818,151.1159732,47450.44206
-33.89763857,151.205166,48745.4574
-33.83103044,151.2032126,53278.79524
-33.84375414,151.2849725,50858.93006
-33.91767776,151.2408406,27806.99627
-33.86383338,151.1580907,47702.00369
-33.83123064,151.3020046,41485.93566
-33.95227026,151.2703517,51752.11419
-33.84163199,151.2384049,79852.59003
-33.90193119,151.1979758,53674.81665
-33.84027007,151.161328,46864.70314
-33.90696296,151.1906897,59218.01502
-33.95904411,151.2637374,54826.87887
-33.95017712,151.3035293,54200.9449
-33.86639575,151.2864622,56068.50593
-33.85581387,151.1848575,70565.43565
-33.91401583,151.1533191,38691.11565
-33.83687038,151.2163443,54736.32077
-33.951876,151.120878,40736.1887
-33.87210399,151.2254584,55555.12646
-33.92935081,151.2019199,40813.13489
-33.90139181,151.1859982,45826.33186
-33.86643007,151.1295648,47049.10086
-33.91182067,151.23498,59758.16719
-33.88802778,151.182665,59184.54444
-33.81848536,151.1508042,37542.82624
-33.89764459,151.0656869,50549.34111
-33.82701539,151.2079243,42904.20145
-33.92528534,151.2979126,37414.95089
-33.84230979,151.292363,47829.8295
-33.79672157,151.1864452,46915.17212
-33.99238223,151.1791894,74267.16486
-33.90864476,151.2327387,54329.59825
-33.83994639,151.1593807,36223.82499
-33.87895227,151.2243896,44352.25996
-33.85024271,151.247604,60213.83295
-33.89899926,151.2706467,70884.42773
-33.86447051,151.2042923,34140.16688
-33.87658386,151.1991163,31200.75615
-33.8104109,151.1654009,68709.65175
-33.85607896,151.167956,53896.14177
-33.85191987,151.1979761,41317.07268
-33.88939385,151.2276683,55346.29086
-33.89318031,151.2549792,23642.52261
-33.89042791,151.1691411,50033.75507
-33.84907739,151.2839344,53278.21173
-33.88984922,151.1957438,59242.7014
-33.85431126,151.2082316,39861.04048
-33.76502996,151.1719394,50856.87161
-33.82524376,151.088088,40745.75374
-33.88510118,151.2535023,52553.83756
-33.8087393,151.2461422,41046.53678
-33.88920377,151.1952336,45918.99161
-33.97070623,151.2126495,40041.84605
-33.91920432,151.235097,56511.36242
-33.9623396,151.1311727,58584.51117
-33.88637567,151.1828474,47653.7943
-33.86787908,151.2490132,50382.37995
-33.78497813,151.1465855,35514.08585
-33.85245363,151.2239779,47003.23352
-33.87975503,151.1414709,49497.95383
-33.82732972,151.2326215,76207.93091
-33.97935677,151.2075179,38880.32974
-33.85701927,151.1285434,64641.77239
-33.83025674,151.267537,59968.58773
-33.94272931,151.1725704,52806.36404
-33.8116123,151.1687874,67586.20484
-33.85187518,151.2193285,53721.05473
-33.8895644,151.2667319,53891.59196
-33.83716091,151.1585089,49468.79347
-33.75526536,151.212384,62235.68882
-33.85970669,151.2307408,60964.69234
-33.85638897,151.2439553,43743.22713
-33.89176804,151.2181221,36807.52805
-33.91129222,151.1909486,47970.19363
-33.82728321,151.1679205,41999.61436
-33.91160419,151.2136072,49364.75425
-33.86522169,151.155693,62374.38135
-33.89268287,151.0632325,45426.98345
-33.84485101,151.231128,49571.76619
-33.85211689,151.2544967,50580.22735
-33.816923,151.0911534,58484.30882
-33.89430082,151.1588135,27531.10666
-33.88229375,151.2402577,43932.99705
-33.91773819,151.3121748,52112.83692
-33.89101466,151.2103397,62000.78956
-33.84993498,151.1728999,45080.97552
-33.83095057,151.2001552,31234.47294
-33.91490827,151.2780438,56197.11446
-33.8253197,151.1770018,43646.37611
-33.80101811,151.1693404,38103.33341
-33.84812825,151.1851628,43756.5461
-33.77496021,151.1616336,48154.74642
-33.90748946,151.2154335,43952.55335
-33.93103274,151.2905339,27944.33943
-33.95773601,151.225454,58970.66197
-33.79399778,151.1966823,62748.75041
-33.83608172,151.1947094,56515.21991
-33.87157923,151.1311405,38623.1433
-33.85480157,151.2534555,47985.08466
-33.92507445,151.2054081,49934.78685
-33.7465124,151.200276,55987.9439
-33.86233894,151.3689554,56683.40489
-33.86333026,151.2242376,42658.26201
-33.83251167,151.1717104,50819.95556
-33.84474954,151.1879821,54572.80405
-33.8576058,151.2667223,64558.22322
-33.90832372,151.2149635,57045.0654
-33.84522658,151.1373861,57890.56687
-33.77469878,151.2552614,50838.26628
-33.801529,151.1758928,64104.59145
-33.78914067,151.3029649,54097.62796
-33.89436078,151.2633024,41389.1209
-33.91828024,151.1869339,64033.6997
-33.87508935,151.2733508,56979.03273
-33.86601375,151.2126928,45569.55979
-33.81409042,151.2519387,45205.07033
-33.95342323,151.2335366,52965.75545
-33.79232248,151.1669822,54631.84795
-33.87670039,151.1771225,51972.92266
-33.89014405,151.260798,53113.08673
-33.91940522,151.1925612,66999.57375
-33.95154283,151.1891176,60715.43152
-33.82764147,151.1615439,51906.35591
-33.8651341,151.23048,59413.10581
-33.93329804,151.3124262,39674.76096
-33.93355394,151.1559234,53979.2705
-33.88558923,151.210511,68093.0635
-33.78534892,151.279911,47819.54105
-33.88177957,151.2053179,41523.66071
-33.94395715,151.2319186,43479.11111
-33.88108715,151.1561803,39103.66963
-33.88243618,151.2307154,42152.38092
-34.00364433,151.1999428,46294.91901
-33.87151474,151.2585865,35944.32981
-33.88034673,151.2686693,50156.18334
-33.83398968,151.3387782,59022.77174
-33.7763522,151.2382817,40922.4382
-33.81247175,151.2255898,65192.83924
-33.88224443,151.2190192,55107.92089
-33.9241263,151.1916417,60305.80586
-33.74013201,151.2262242,43421.65446
-33.86583908,151.1945299,58545.25227
-33.86810354,151.217723,39080.661
-33.87000625,151.2751799,58902.47501
-33.85889576,151.1589729,51718.3934
-33.87601802,151.2662939,55532.5122
-33.8974831,151.2751558,38244.05394
-33.89614295,151.2033966,41049.30158
-33.87043766,151.1032073,55972.28218
-33.89597124,151.1789089,40516.51996
-33.90444229,151.2741497,54632.06292
-33.86347849,151.2081566,36328.62194
-33.88154886,151.1593349,58481.74213
-33.79360035,151.1840613,37674.76685
-34.00134849,151.251331,55522.99938
-33.81422466,151.2366367,56256.30934
-33.80649574,151.1973534,43032.28182
-33.97246951,151.1909588,55820.26567
-33.88593438,151.1897121,52604.42263
-33.88737204,151.1631795,44611.58144
-33.93917558,151.2900688,39914.45316
-33.90769083,151.193184,30373.74308
-33.92432879,151.2701579,53496.50047
-33.78118648,151.2853658,34351.97229
-33.82201608,151.2592155,50953.44199
-33.80522225,151.187719,47365.51784
-33.8327164,151.2294865,56791.42775
-33.92525259,151.2080902,46979.54501
-33.89502601,151.1641149,46705.52214
-33.84433127,151.225518,57318.70704
-33.92990639,151.150348,53350.58029
-33.83315008,151.268684,53161.55957
-33.88081627,151.1860691,54692.6759
-33.88754104,151.219358,34644.27877
-33.833252,151.2234644,57567.8868
-33.84658683,151.1963548,56124.68794
-33.88684831,151.2386347,39833.16871
-33.81083351,151.1855548,47559.19526
-33.92285317,151.2528649,49606.92712
-33.83800322,151.142001,48655.03216
-33.83914494,151.215619,53338.59967
-33.88427732,151.3062464,64313.66782
-33.85249335,151.1592834,60817.66728
-33.93135568,151.1754128,36877.80807
-33.82259865,151.2349954,56220.6999
-33.87804511,151.2182791,63289.3332
-33.89493615,151.2268315,53868.08521
-33.81634954,151.2337594,60909.80425
-33.90401718,151.2410361,70122.70446
-33.93922306,151.264785,60237.09546
-33.94663146,151.2297909,52493.08596
-33.8384995,151.1972371,60450.88474
-33.93282147,151.2429287,51448.87833
-33.78106029,151.3042941,50239.03043
-33.97289647,151.2026683,46485.85764
-33.78397718,151.1605735,65634.13359
-33.85824913,151.264654,41815.71334
-33.87363566,151.2032809,65323.67725
-33.89604595,151.1006665,54998.64124
-33.84884319,151.2516711,36006.93825
-33.87068174,151.1825336,53676.49293
-33.81363491,151.2047733,28999.73492
-33.86308862,151.225899,56255.08017
-33.86128491,151.218825,58852.31483
-33.88698061,151.2447726,44076.44044
-33.87164728,151.1875257,51235.47696
-33.85340991,151.2349553,69541.57434
-33.95430842,151.1963227,44942.53296
-33.93620927,151.2462405,39410.92413
-33.8316368,151.2400684,64816.63402
-33.86025673,151.1625281,69625.87191
-33.87799917,151.2635991,50036.95672
-33.8678783,151.1825018,60114.63035
-33.85142091,151.2497029,63414.75916
-33.89578798,151.2276644,42575.15767
-33.90771524,151.3012092,45146.94165
-33.85900774,151.1981267,62308.74513
-33.91771864,151.1918342,66850.14279
-33.84838736,151.208329,55628.8086
-33.95392918,151.194141,41201.85646
-33.81734222,151.2492971,69870.61112
-33.84517013,151.1284845,44690.29102
-33.85599851,151.1566159,46648.62219
-33.81966545,151.1559099,53423.37834
-33.78552628,151.2568154,65541.60421
-33.8180815,151.2948307,58539.75977
